,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
4383,5.830139783721716,0.6931471805599453,2.7265447837383743,0.0,2.7265447837383743,0.0,0.3483069295623057,0.0,0.3483069295623057,0.0,0.0,1.791759469228055,9.259225769705994,7.142268205315071,7.304556070739228,0.08004239998118148,2.5649493574615367
2805,6.911682985434517,0.6931471805599453,6.96350214149654,0.0,6.96350214149654,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,3.7612001156935624,7.696667081526462,7.011643428941373,7.43585239058829,0.0,2.5649493574615367
325,5.326002472769449,0.5978371007556155,7.252479091801115,6.022478600637151,6.907755278982137,0.0,0.45953211885210227,0.3483069295623057,0.15415096554150312,0.0,0.0,2.1972245773362196,8.294299608857235,7.567612349863156,5.01781803633044,0.1823215567939546,2.5649493574615367
4011,6.774876934789348,0.6931471805599453,5.957649198613251,5.761107541275471,4.248495242049359,5.672713311426853,0.3483069295623057,0.2876818224517498,0.15415096554150312,0.15415096554150312,1.0986122886681098,2.1972245773362196,7.601402334583733,5.883237267873978,5.450414031186807,0.0,2.5649493574615367
316,6.6507174608795046,0.6931471805599453,5.295262705818808,0.0,5.295262705818808,0.0,0.49247670731999166,0.0,0.49247670731999166,0.0,0.0,2.0794415416798357,6.90875477931522,4.17248148581147,7.98245095940727,0.0,2.5649493574615367
2608,8.103319932270079,0.6931471805599453,0.0,0.0,0.0,7.147785753801543,0.0,0.0,0.0,0.3483069295623057,2.302585092994046,0.0,8.853808274977197,6.93447129481809,7.299449874633008,0.0,2.5649493574615367
3115,3.5772637767706583,0.6931471805599453,0.0,0.0,0.0,2.9570239810908,0.0,0.0,0.0,0.08004239998118148,0.6931471805599453,0.0,7.313886831633462,7.033493611188966,4.997195773627989,0.08004239998118148,2.5649493574615367
4025,0.0,0.0,5.631211781821365,0.0,5.631211781821365,0.0,0.5108258237659706,0.0,0.5108258237659706,0.0,0.0,2.1972245773362196,6.90875477931522,6.065079672832852,3.109140464628898,0.1335312676245148,2.5649493574615367
920,6.968280136763482,0.6931471805599453,0.0,0.0,0.0,5.774147678286719,0.0,0.0,0.0,0.2876818224517498,2.1972245773362196,0.0,9.04793908261736,5.6145266462233465,5.771147640815958,0.0,2.5649493574615367
1660,8.01051561160817,0.6931471805599453,6.368667345498175,0.0,6.368667345498175,8.109616581355999,0.6931471805599453,0.0,0.6931471805599453,0.2876818224517498,2.1972245773362196,2.70805020110221,8.77971129020447,7.998379015297344,6.909986845185086,0.0,2.5649493574615367
2575,5.879201681613199,0.6931471805599453,7.506591780070841,6.621272487105839,6.975507381032956,0.0,0.6061356217521172,0.2876818224517498,0.5596157879354227,0.0,0.0,3.332204510175204,7.0909098220799835,7.2466010401355145,5.234584590044389,0.0,2.5649493574615367
326,4.783012015436565,0.5978371007556155,7.3611657500712315,7.3611657500712315,0.0,0.0,0.45953211885210227,0.45953211885210227,0.0,0.0,0.0,2.70805020110221,8.517393171418904,7.5172087905042995,4.885392405295968,0.5877866649021191,2.5649493574615367
1686,7.137134762392747,0.6931471805599453,7.424141414408774,0.0,7.424141414408774,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,2.5649493574615367,6.90875477931522,6.878698845912067,8.146163916969712,0.0,2.5649493574615367
2095,6.457649144689365,0.5108258237659706,5.316991906812845,5.207352731173943,3.098288861879083,7.047142531169694,0.4054651081081644,0.2876818224517498,0.15415096554150312,0.4054651081081644,2.302585092994046,1.791759469228055,7.313886831633462,4.351226505679977,4.863310642725639,0.0,2.5649493574615367
1053,7.730408014972816,0.6931471805599453,7.20388903512372,7.14147470802852,4.411099882159589,0.0,0.6931471805599453,0.5108258237659706,0.6931471805599453,0.0,0.0,3.258096538021482,8.006700845440367,6.578643249460539,6.33604082850067,0.0,2.5649493574615367
72,3.9810880849746995,0.5465438642627942,5.6476353140332,3.544431549748063,5.521460917862246,0.0,0.3483069295623057,0.08004239998118148,0.22314355131420976,0.0,0.0,1.791759469228055,8.699681400989514,5.965820375616506,5.016513278183253,0.1823215567939546,2.5649493574615367
1071,5.671646150256594,0.6931471805599453,8.339725435847205,6.801438750934501,8.098278035583668,0.0,0.6931471805599453,0.5108258237659706,0.6931471805599453,0.0,0.0,4.51085950651685,8.699681400989514,8.252463926939585,5.1731807249095345,0.6466272125440989,2.5649493574615367
1654,4.357958852773651,0.5465438642627942,5.4579671840775745,3.2816628129669656,5.342334251964811,5.643084119079833,0.5108258237659706,0.08004239998118148,0.5108258237659706,0.22314355131420976,1.6094379124341003,2.302585092994046,6.90875477931522,6.53806341853338,4.821210086009418,0.10536041565782127,2.5649493574615367
1674,8.253619698927148,0.6931471805599453,0.0,0.0,0.0,8.623346473012091,0.0,0.0,0.0,0.4054651081081644,3.044522437723423,0.0,8.612685172875459,8.435901087288565,6.808909880449305,0.0,2.5649493574615367
3775,7.850918055928127,0.6931471805599453,7.537184934628196,6.304704711173629,7.193234927878718,6.395320739939159,0.6931471805599453,0.2876818224517498,0.6931471805599453,0.2876818224517498,1.791759469228055,3.970291913552122,8.268988209506656,6.650693957326241,6.452039914964193,0.0,2.5649493574615367
1961,7.262751970642993,0.6931471805599453,3.9296664406007413,3.9296664406007413,0.0,4.10550828203359,0.1823215567939546,0.1823215567939546,0.0,0.26236426446749106,1.3862943611198906,1.0986122886681098,7.313886831633462,5.8565899442088805,5.803784907390998,0.0,2.5649493574615367
1530,5.885869384478264,0.5465438642627942,0.0,0.0,0.0,6.565948540573129,0.0,0.0,0.0,0.15415096554150312,1.791759469228055,0.0,8.764209507142004,5.808132411851582,4.930433984957283,0.0,2.5649493574615367
3724,8.68742903446729,0.6931471805599453,7.75222772306582,7.75222772306582,0.0,6.137429236524843,0.4054651081081644,0.4054651081081644,0.0,0.22314355131420976,1.3862943611198906,3.258096538021482,9.472781556562168,7.30687905527856,7.405956064797174,0.0,2.5649493574615367
3522,5.530004195914402,0.5465438642627942,4.494350350882848,4.494350350882848,0.0,7.324017635115446,0.22314355131420976,0.22314355131420976,0.0,0.3483069295623057,2.0794415416798357,1.3862943611198906,7.0909098220799835,7.3076554086146235,5.2475389290726016,0.15415096554150312,2.5649493574615367
4231,2.960426857611494,0.24116184253115078,5.0938115486181985,5.0938115486181985,0.0,0.0,0.08004239998118148,0.08004239998118148,0.0,0.0,0.0,0.6931471805599453,8.853808274977197,5.590325328831832,4.20835694232797,0.0,2.5649493574615367
2436,6.983424954256767,0.5465438642627942,5.8412519362316475,5.8412519362316475,0.0,7.384548650669452,0.22314355131420976,0.22314355131420976,0.0,0.2876818224517498,2.1972245773362196,1.6094379124341003,7.313886831633462,6.836611600810715,8.085392368201296,0.0,2.5649493574615367
3046,4.31769209273114,0.6931471805599453,6.305727691789675,0.0,6.305727691789675,0.0,0.6061356217521172,0.0,0.5596157879354227,0.0,0.0,2.3978952727983707,8.294299608857235,6.51357797621618,5.038994594050966,0.31015466163713734,2.5649493574615367
3075,7.156906528611567,0.6931471805599453,3.784189633918261,3.784189633918261,0.0,0.0,0.08004239998118148,0.08004239998118148,0.0,0.0,0.0,0.6931471805599453,7.313886831633462,5.701333591922384,5.66433074575417,0.0,2.5649493574615367
2691,8.912398398952806,0.6931471805599453,5.005890723065499,5.005890723065499,0.0,9.139284143159417,0.08004239998118148,0.08004239998118148,0.0,0.3483069295623057,2.8903717578961645,1.0986122886681098,9.105090961257085,7.740759505655607,8.002838031158136,0.0,2.5649493574615367
4429,7.884507595194604,0.6931471805599453,0.0,0.0,0.0,8.152101383708175,0.0,0.0,0.0,0.22314355131420976,3.332204510175204,0.0,8.294299608857235,8.07903917601294,7.433037482421748,0.0,2.5649493574615367
3332,6.518540183335701,0.6466272125440989,0.0,0.0,0.0,7.5130522617497215,0.0,0.0,0.0,0.49247670731999166,2.70805020110221,0.0,7.601402334583733,7.528173798316919,5.953201699654842,0.11778303565638346,2.5649493574615367
17,6.941019190375123,0.6931471805599453,7.340225770318141,7.24145940219579,4.983127054679654,0.0,0.6931471805599453,0.6505877400541776,0.6931471805599453,0.0,0.0,3.367295829986474,8.294299608857235,8.255056181904383,5.779218807719211,0.16705393081700054,2.5649493574615367
1341,5.586951603047722,0.6931471805599453,8.054954536573748,7.790178941344715,6.5979775522561095,0.0,0.6931471805599453,0.6931471805599453,0.6061356217521172,0.0,0.0,4.1588830833596715,8.294299608857235,8.052377886548188,5.260814430770045,0.6931471805599453,2.5649493574615367
1690,7.636972842535231,0.6931471805599453,9.764812094722803,9.329382170613481,8.72372594412514,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,5.170483995038151,9.87822102528824,9.879100675203969,6.2506006856251375,0.2876818224517498,2.5649493574615367
1453,6.624710237531869,0.5465438642627942,0.0,0.0,0.0,6.981228013415094,0.0,0.0,0.0,0.08004239998118148,1.6094379124341003,0.0,7.0909098220799835,7.187504731484843,4.986654048924074,0.0,2.5649493574615367
833,8.073591656607716,0.6466272125440989,0.0,0.0,0.0,8.234243450466089,0.0,0.0,0.0,0.08701129365629287,1.791759469228055,0.0,9.105090961257085,6.622129315289269,7.0322611271417115,0.0,2.5649493574615367
155,6.792294203987409,0.6931471805599453,3.713572066704308,3.713572066704308,0.0,8.04726868927987,0.08004239998118148,0.08004239998118148,0.0,0.3483069295623057,2.1972245773362196,0.6931471805599453,8.006700845440367,6.885669486506838,5.502637776872697,0.08004239998118148,2.5649493574615367
3635,4.4470876716200385,0.6931471805599453,5.602118820879701,0.0,5.602118820879701,0.0,0.6931471805599453,0.0,0.6505877400541776,0.0,0.0,2.5649493574615367,7.0909098220799835,5.735599237112698,5.1749125268724185,0.0,2.5649493574615367
4347,4.882630460917962,0.6931471805599453,6.269096283706261,6.030685260261263,4.727387818712341,0.0,0.3483069295623057,0.22314355131420976,0.08004239998118148,0.0,0.0,1.9459101490553132,8.922791623969637,6.202709668014689,5.137848510683154,0.26236426446749106,2.5649493574615367
307,8.571993759153827,0.6931471805599453,0.0,0.0,0.0,7.488759911136489,0.0,0.0,0.0,0.2876818224517498,1.6094379124341003,0.0,8.699681400989514,7.40810683228331,7.1433309407674335,0.0,2.5649493574615367
2109,9.169453572543635,0.6931471805599453,6.662084893086316,5.810991281171645,6.107535006030503,8.69430139996173,0.6931471805599453,0.08004239998118148,0.6931471805599453,0.2876818224517498,2.70805020110221,2.995732273553991,9.392745258631441,7.909988425475841,8.398131280422282,0.0,2.5649493574615367
2313,7.12217309798022,0.6931471805599453,4.049695810553219,0.0,4.049695810553219,0.0,0.3483069295623057,0.0,0.3483069295623057,0.0,0.0,1.791759469228055,7.3783837129967145,5.991420921156384,6.048250622888718,0.0,2.5649493574615367
1148,4.706801517875578,0.6931471805599453,7.333918038569416,7.333918038569416,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,2.5649493574615367,7.0909098220799835,7.427825772544922,4.838034560632513,0.10536041565782127,2.5649493574615367
3666,8.769302886588585,0.6931471805599453,0.0,0.0,0.0,8.0864294336018,0.0,0.0,0.0,0.4054651081081644,2.833213344056216,0.0,8.853808274977197,7.346601257790723,7.739019456257392,0.0,2.5649493574615367
3233,7.363149035638795,0.6931471805599453,8.065412903835679,7.371350920861114,7.373807361139244,6.10740248161166,0.6418538861723947,0.4054651081081644,0.47000362924573563,0.26236426446749106,1.9459101490553132,4.02535169073515,7.650168700845001,7.760601608818731,7.4418587907947975,0.09531017980432493,2.5649493574615367
3709,3.7319991908016283,0.49247670731999166,5.932245187448011,5.760477818332746,4.102643365036796,0.0,0.4054651081081644,0.3483069295623057,0.08004239998118148,0.0,0.0,2.0794415416798357,9.210440366976517,5.914451498919511,4.961292965512107,0.2876818224517498,2.5649493574615367
2586,8.616350824090574,0.6931471805599453,0.0,0.0,0.0,8.735391970590385,0.0,0.0,0.0,0.5108258237659706,3.1780538303479458,0.0,8.853808274977197,8.679214833787263,7.450483070366942,0.0,2.5649493574615367
1067,7.732284867126416,0.6466272125440989,0.0,0.0,0.0,8.345854866305123,0.0,0.0,0.0,0.15415096554150312,2.0794415416798357,0.0,8.517393171418904,8.458517593917348,6.300356924730028,0.08701129365629287,2.5649493574615367
3745,7.053014106632828,0.6466272125440989,8.656090412201337,8.30814976448081,7.43202808278842,0.0,0.4054651081081644,0.08004239998118148,0.3483069295623057,0.0,0.0,2.4849066497880004,8.699681400989514,8.212240140132266,5.796516742676904,0.0,2.5649493574615367
1508,5.389040701937881,0.6931471805599453,7.798198832010739,7.428267832577658,6.6258166811574215,0.0,0.6931471805599453,0.6931471805599453,0.5108258237659706,0.0,0.0,3.4339872044851463,8.922791623969637,7.613329904960608,5.269346905999571,0.6931471805599453,2.5649493574615367
3881,7.923276345168156,0.6931471805599453,0.0,0.0,0.0,6.970591800978045,0.0,0.0,0.0,0.2876818224517498,1.9459101490553132,0.0,8.006700845440367,6.501543034837341,6.4887681322950925,0.0,2.5649493574615367
2173,7.242016154488524,0.6931471805599453,6.870178014626771,6.870178014626771,0.0,0.0,0.45953211885210227,0.45953211885210227,0.0,0.0,0.0,3.044522437723423,7.3783837129967145,6.987479267254656,6.471652741838644,0.0,2.5649493574615367
1794,4.232083299877886,0.31015466163713734,5.69251928237749,5.247024072160486,4.678792325858705,0.0,0.5108258237659706,0.08004239998118148,0.5108258237659706,0.0,0.0,2.302585092994046,8.006700845440367,5.9290100821492695,4.239819675053667,0.0,2.5649493574615367
138,4.812689341666512,0.6931471805599453,6.830539405378974,6.0473721790462776,6.221960999467375,0.0,0.4054651081081644,0.08004239998118148,0.3483069295623057,0.0,0.0,2.4849066497880004,8.748463629942055,6.672454552774743,5.107640878314205,0.31015466163713734,2.5649493574615367
1374,8.63049764214387,0.6931471805599453,8.881215278873999,8.806762481951193,6.248564981900374,9.561130553717247,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6061356217521172,3.6375861597263857,4.248495242049359,9.648659816955295,9.432552942061822,7.638150127039531,0.08004239998118148,2.5649493574615367
3243,8.115613966873491,0.6931471805599453,6.643958989656315,3.044522437723423,6.617576759665009,0.0,0.6931471805599453,0.08004239998118148,0.6931471805599453,0.0,0.0,4.2626798770413155,8.006700845440367,6.885424666422113,10.19893375410497,0.0,2.5649493574615367
1736,7.068921539685839,0.6286086594223741,0.0,0.0,0.0,7.269464969287891,0.0,0.0,0.0,0.11778303565638346,0.6931471805599453,0.0,7.313886831633462,5.220022412745853,5.8260150541714015,0.0,2.5649493574615367
1758,7.909709894017092,0.6931471805599453,0.0,0.0,0.0,5.461599013353002,0.0,0.0,0.0,0.08004239998118148,1.0986122886681098,0.0,8.006700845440367,6.460064205309946,6.484304196114891,0.0,2.5649493574615367
4345,8.801744753429434,0.6931471805599453,0.0,0.0,0.0,7.846983637725567,0.0,0.0,0.0,0.22314355131420976,2.302585092994046,0.0,8.936035096566041,7.408269968093223,7.734279240527342,0.0,2.5649493574615367
3530,6.760735032584369,0.6931471805599453,5.169574490655311,0.0,5.169574490655311,5.6264540696502285,0.4054651081081644,0.0,0.4054651081081644,0.08004239998118148,0.6931471805599453,1.9459101490553132,6.90875477931522,7.250204734954441,6.219992036979431,0.08004239998118148,2.5649493574615367
2913,4.84786405826211,0.6466272125440989,5.76938293174015,0.0,5.76938293174015,0.0,0.2876818224517498,0.0,0.2876818224517498,0.0,0.0,1.9459101490553132,7.901377353792616,6.241815335959739,5.102020301693565,0.0,2.5649493574615367
1785,7.585130097206451,0.6931471805599453,6.614591542961118,6.508620094568842,4.330733340286331,6.864246904371824,0.4054651081081644,0.3483069295623057,0.08004239998118148,0.22314355131420976,2.0794415416798357,2.3978952727983707,8.294299608857235,6.110932422624232,6.474368650015458,0.0,2.5649493574615367
1464,6.15460080826735,0.6931471805599453,7.219634719459723,4.18950321539533,7.170888478512505,5.65513317306517,0.4054651081081644,0.08004239998118148,0.3483069295623057,0.15415096554150312,1.0986122886681098,2.0794415416798357,7.601402334583733,7.522997121898311,5.576567128038675,0.1823215567939546,2.5649493574615367
1858,5.420258779711246,0.6931471805599453,7.57957667282733,4.6709579265260945,7.524021415206125,0.0,0.6931471805599453,0.08004239998118148,0.6931471805599453,0.0,0.0,3.4657359027997265,9.210440366976517,7.554719040633108,5.2277426857315215,0.6931471805599453,2.5649493574615367
148,6.480406803057877,0.6931471805599453,7.436982549128679,7.26278286677452,5.607271574275357,0.0,0.6931471805599453,0.6931471805599453,0.2876818224517498,0.0,0.0,3.6109179126442243,8.434028950155469,7.425623319615637,5.406999779091804,0.0,2.5649493574615367
1981,8.046314882789998,0.6359888255435244,8.328586323372264,8.328586323372264,0.0,8.191021469633554,0.2876818224517498,0.2876818224517498,0.0,0.20067051364395275,1.3862943611198906,2.1972245773362196,9.105090961257085,7.3785537303980275,6.39385685399438,0.0,2.5649493574615367
4462,8.112216895619866,0.6931471805599453,6.840621392796505,6.735863146178696,4.543294782270004,0.0,0.6505877400541776,0.6505877400541776,0.3483069295623057,0.0,0.0,2.995732273553991,9.350189267092581,6.7665055168017965,6.8424908699183264,0.0,2.5649493574615367
662,4.651978730903498,0.6931471805599453,7.38326870140147,5.131495073201006,7.272794147582033,0.0,0.6931471805599453,0.08004239998118148,0.6931471805599453,0.0,0.0,3.6635616461296463,8.853808274977197,7.355185576873774,5.191938476967911,0.6061356217521172,2.5649493574615367
621,4.225040064591662,0.6931471805599453,5.69035945432406,0.0,5.69035945432406,0.0,0.4054651081081644,0.0,0.3483069295623057,0.0,0.0,1.9459101490553132,6.90875477931522,5.508129970318303,5.124713900523065,0.26236426446749106,2.5649493574615367
2771,4.973652476053371,0.6931471805599453,7.484233802734878,6.590136199445042,6.959284545526068,0.0,0.6931471805599453,0.3483069295623057,0.6931471805599453,0.0,0.0,3.9889840465642745,8.853808274977197,7.1733867564456,5.092675648221746,0.45953211885210227,2.5649493574615367
2851,8.854772224740518,0.6931471805599453,5.798850200828595,5.798850200828595,0.0,9.158909860280032,0.15415096554150312,0.15415096554150312,0.0,0.5108258237659706,2.5649493574615367,1.0986122886681098,9.210440366976517,6.493087498379625,7.245427957641544,0.0,2.5649493574615367
2244,6.761287569573806,0.6931471805599453,7.1572525015889426,0.0,7.1572525015889426,0.0,0.6505877400541776,0.0,0.6061356217521172,0.0,0.0,2.4849066497880004,9.350189267092581,6.83645180117065,5.196828640275257,0.0,2.5649493574615367
3991,2.456598820586632,0.6931471805599453,4.464642950851115,0.0,4.464642950851115,0.0,0.6931471805599453,0.0,0.6190392853292974,0.0,0.0,2.0794415416798357,6.90875477931522,4.296946940782561,4.349235457683307,0.5108258237659706,2.5649493574615367
320,6.877653200502778,0.4353183653754494,0.0,0.0,0.0,8.884430901819277,0.0,0.0,0.0,0.22314355131420976,1.791759469228055,0.0,8.556606193773073,8.871181768420206,5.391186227848831,0.15415096554150312,2.5649493574615367
618,8.42325995433103,0.6931471805599453,7.647781274437185,7.213768308118642,6.605284389056917,7.7803810564525335,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.15415096554150312,1.0986122886681098,3.1780538303479458,8.936035096566041,8.062516121234411,6.996023775132922,0.0,2.5649493574615367
